customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
QV47358,Arizona,8133.157212,No,Basic,Bachelor,2011-01-25,Employed,F,32021,Suburban,Single,70,12.0,58,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,336.0,Four-Door Car,Small,January
HK16676,Oregon,2712.832687,No,Basic,High School or Below,2011-01-22,Employed,M,39618,Suburban,Married,68,0.0,55,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Small,January
HF88410,Washington,7703.397294,No,Basic,High School or Below,2011-02-28,Employed,M,36765,Suburban,Married,66,15.0,32,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,320.849072,Four-Door Car,Medsize,February
XF96605,California,2957.102851,No,Basic,College,2011-01-25,Employed,M,94362,Urban,Divorced,74,21.0,96,0.0,1,Personal Auto,Personal L2,Offer1,Agent,195.405949,Two-Door Car,Large,January
JN66901,Nevada,6601.611299,No,Basic,High School or Below,2011-02-08,Unemployed,M,0,Suburban,Single,194,22.0,79,0.0,1,Corporate Auto,Corporate L1,Offer4,Web,2306.508397,Luxury SUV,Medsize,February
OZ30867,Oregon,8409.067687,No,Basic,High School or Below,2011-02-23,Employed,F,33397,Suburban,Married,106,31.0,15,0.0,5,Personal Auto,Personal L3,Offer4,Call Center,508.8,SUV,Medsize,February
KC11055,Nevada,16936.27147,No,Extended,Bachelor,2011-01-24,Employed,F,39411,Suburban,Married,217,4.0,29,2.0,4,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize,January
SN67992,Washington,3449.494119,No,Extended,Bachelor,2011-02-04,Medical Leave,F,25236,Suburban,Divorced,89,2.0,26,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,427.2,Four-Door Car,Medsize,February
FG60807,Oregon,4884.15708,No,Basic,High School or Below,2011-02-01,Employed,F,21766,Urban,Married,62,29.0,65,0.0,3,Corporate Auto,Corporate L3,Offer4,Agent,179.14181,Four-Door Car,Medsize,February
OG84541,Arizona,12780.276,No,Basic,Master,2011-02-24,Employed,F,33514,Urban,Married,105,33.0,2,0.0,2,Personal Auto,Personal L2,Offer1,Branch,265.215014,Sports Car,Medsize,February
FD73388,Arizona,13736.1325,Yes,Premium,Master,2011-02-13,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,8,Personal Auto,Personal L3,Offer1,Web,1261.319869,SUV,Medsize,February
XB30904,Arizona,5876.373894,No,Basic,High School or Below,2011-02-09,Employed,M,97026,Rural,Married,73,30.0,66,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,97.417808,Two-Door Car,Medsize,February
MY80583,Oregon,23981.54344,No,Basic,Bachelor,2011-01-05,Employed,F,84365,Suburban,Married,66,14.0,42,0.0,2,Personal Auto,Personal L3,Offer2,Branch,316.8,Four-Door Car,Small,January
PB90912,California,7804.022473,No,Basic,High School or Below,2011-02-08,Employed,M,70833,Suburban,Married,193,15.0,33,0.0,1,Personal Auto,Personal L2,Offer2,Web,926.4,Luxury SUV,Large,February
OL28902,California,5999.380228,No,Premium,College,2011-01-04,Disabled,M,26303,Suburban,Divorced,165,16.0,47,0.0,1,Personal Auto,Personal L3,Offer4,Agent,956.589903,SUV,Small,January
LO67195,Arizona,7444.814633,No,Extended,College,2011-01-28,Employed,F,56047,Rural,Married,92,26.0,29,0.0,5,Corporate Auto,Corporate L2,Offer1,Agent,82.733588,Four-Door Car,Large,January
VB57504,California,2560.691306,No,Basic,High School or Below,2011-01-05,Employed,M,30027,Suburban,Married,65,13.0,10,0.0,1,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize,January
CB95310,Arizona,2747.429661,No,Basic,Doctor,2011-01-12,Employed,F,83502,Suburban,Married,68,25.0,36,0.0,1,Personal Auto,Personal L3,Offer2,Branch,368.963633,Four-Door Car,Medsize,January
ZM84839,,8146.271602,,Basic,College,2011-02-27,Employed,F,92777,Rural,Married,68,21.0,83,2.0,2,Personal Auto,Personal L1,Offer1,Web,158.041549,Two-Door Car,Medsize,February
OF77789,Arizona,4254.620669,Yes,Basic,High School or Below,2011-02-03,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L3,Offer1,Web,292.8,Two-Door Car,Small,February
IH62666,California,7356.383518,No,Basic,Bachelor,2011-01-27,Employed,F,33089,Suburban,Married,61,10.0,61,0.0,2,Personal Auto,Personal L1,Offer1,Web,292.8,Four-Door Car,Small,January
VA82895,Oregon,4112.841668,No,Basic,High School or Below,2011-02-21,Disabled,F,25030,Suburban,Married,113,16.0,97,4.0,1,Personal Auto,Personal L3,Offer2,Branch,542.4,Sports Car,Medsize,February
WJ47053,Oregon,6418.849149,No,Basic,Bachelor,2011-01-17,Unemployed,M,0,Suburban,Single,63,30.0,34,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,556.85728,Two-Door Car,Medsize,January
GB68813,Nevada,8502.237137,No,Premium,Bachelor,2011-02-08,Medical Leave,F,12843,Suburban,Single,111,6.0,47,0.0,3,Corporate Auto,Corporate L2,Offer2,Branch,1143.494486,Four-Door Car,Small,February
CN23147,Oregon,13057.17071,No,Premium,Bachelor,2011-02-27,Employed,M,48804,Suburban,Married,112,1.0,4,1.0,2,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Four-Door Car,Medsize,February
BA26944,Nevada,7591.109246,No,Basic,Bachelor,2011-01-23,Unemployed,M,0,Suburban,Married,105,0.0,16,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,504.0,SUV,Small,January
GN64199,Oregon,2652.289648,No,Basic,Doctor,2011-02-02,Unemployed,F,0,Suburban,Single,73,2.0,35,0.0,1,Personal Auto,Personal L2,Offer1,Branch,490.690995,Four-Door Car,Medsize,February
OA46321,Oregon,15512.24997,No,Basic,College,2011-01-17,Employed,M,54833,Suburban,Married,198,22.0,92,3.0,3,Corporate Auto,Corporate L3,Offer3,Agent,1396.702365,,,January
JK55587,California,5075.66267,No,Basic,High School or Below,2011-02-20,Medical Leave,M,23082,Suburban,Married,65,18.0,90,0.0,7,Special Auto,Special L3,Offer1,Branch,312.0,Four-Door Car,Large,February
RG13940,California,13197.92893,Yes,Basic,College,2011-01-27,Unemployed,F,0,Suburban,Single,68,19.0,2,3.0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large,January
YG46815,Arizona,9220.013197,No,Extended,High School or Below,2011-02-08,Unemployed,M,0,Suburban,Single,136,13.0,28,0.0,4,Personal Auto,Personal L3,Offer1,Agent,979.2,SUV,Medsize,February
KZ60207,Arizona,5007.672425,No,Basic,College,2011-01-16,Employed,M,51523,Suburban,Married,62,,0,,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,January
WL72919,California,4974.8733,No,Basic,College,2011-01-08,Employed,F,48139,Suburban,Single,63,9.0,41,0.0,9,Personal Auto,Personal L1,Offer3,Call Center,329.494,Four-Door Car,Medsize,January
GL69461,Oregon,2628.468543,No,Basic,College,2011-02-16,Employed,F,99961,Suburban,Married,66,6.0,54,2.0,1,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,February
II49996,Arizona,5555.830205,Yes,Basic,Bachelor,2011-02-06,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L1,Offer2,Call Center,471.443077,Four-Door Car,Small,February
LM58227,Oregon,5285.314179,No,Basic,High School or Below,2011-01-14,Employed,F,65096,Suburban,Married,67,,81,,8,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,January
PN77420,California,5376.88732,No,Basic,College,2011-02-23,Employed,M,30039,Suburban,Single,70,21.0,52,0.0,9,Corporate Auto,Corporate L3,Offer3,Agent,498.612632,Four-Door Car,Medsize,February
ST43920,Arizona,2395.57,Yes,Basic,Doctor,2011-01-27,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize,January
CU69816,California,2721.749756,No,Basic,Bachelor,2011-02-22,Medical Leave,M,22885,Suburban,Married,73,,46,,1,Corporate Auto,Corporate L2,Offer2,Web,386.245297,Four-Door Car,Medsize,February
SK93727,Washington,9470.273932,No,Premium,High School or Below,2011-02-05,Employed,F,36121,Suburban,Married,118,7.0,91,0.0,4,Personal Auto,Personal L3,Offer3,Call Center,1107.145019,Four-Door Car,Small,February
FO33051,Arizona,16355.31386,No,Premium,College,2011-02-16,Medical Leave,M,29439,Suburban,Divorced,146,,10,,2,Personal Auto,Personal L3,Offer1,Call Center,700.8,SUV,Large,February
RM70340,Oregon,2489.662064,No,Basic,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Single,74,3.0,64,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,532.8,Four-Door Car,Small,February
AS99827,Oregon,4463.607161,No,Basic,Bachelor,2011-02-12,Unemployed,F,0,Suburban,Single,62,15.0,95,0.0,6,Personal Auto,Personal L1,Offer1,Branch,567.343266,Four-Door Car,Medsize,February
ZH92587,Oregon,8126.766397,No,Basic,College,2011-02-22,Disabled,F,14616,Suburban,Married,107,,73,,3,Personal Auto,Personal L3,Offer1,Agent,513.6,,,February
QN62502,Oregon,3839.143697,No,Extended,Bachelor,2011-02-07,Employed,F,70146,Rural,Married,96,28.0,65,0.0,1,Personal Auto,Personal L1,Offer2,Branch,157.440069,Four-Door Car,Medsize,February
MT78037,California,2748.933734,No,Basic,High School or Below,2011-02-03,Employed,M,55964,Suburban,Divorced,69,20.0,0,0.0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,February
HC66205,Washington,3157.742637,No,Extended,High School or Below,2011-01-25,Employed,M,58248,Rural,Married,80,17.0,1,0.0,1,Corporate Auto,Corporate L2,Offer3,Branch,134.371323,Four-Door Car,Large,January
GV76798,California,4781.821034,No,Premium,Master,2011-01-24,Employed,F,30361,Urban,Married,119,28.0,48,1.0,1,Personal Auto,Personal L2,Offer2,Branch,373.289571,Four-Door Car,Medsize,January
DG34434,California,5246.278375,Yes,Basic,Bachelor,2011-01-21,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,January
VA78645,California,2188.655055,No,Basic,College,2011-01-09,Unemployed,M,0,Suburban,Single,67,29.0,49,1.0,1,Personal Auto,Personal L3,Offer3,Branch,321.6,,,January
EN27946,California,8391.133455,No,Premium,High School or Below,2011-02-17,Employed,M,40211,Suburban,Married,106,5.0,98,2.0,6,Personal Auto,Personal L2,Offer1,Call Center,710.740743,Two-Door Car,Small,February
CF46699,Oregon,3567.503755,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,,11,,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,January
LZ81665,Washington,9655.442955,No,Basic,High School or Below,2011-01-08,Unemployed,M,0,Suburban,Single,100,30.0,4,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,720.0,SUV,Medsize,January
IN17648,Nevada,5123.768112,No,Basic,High School or Below,2011-02-27,Unemployed,M,0,Suburban,Single,74,1.0,62,0.0,7,Personal Auto,Personal L1,Offer1,Agent,772.798511,Two-Door Car,Medsize,February
BN83547,Nevada,2858.452328,No,Basic,High School or Below,2011-02-21,Employed,F,40706,Rural,Married,71,30.0,96,0.0,1,Personal Auto,Personal L1,Offer3,Agent,166.123172,Four-Door Car,Medsize,February
II32272,,25390.54546,,Extended,High School or Below,2011-02-17,Disabled,F,19359,Suburban,Married,129,0.0,62,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,928.8,Sports Car,Medsize,February
HX17929,California,10083.48688,Yes,Extended,High School or Below,2011-02-19,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large,February
DX80961,Arizona,16265.58682,No,Extended,Bachelor,2011-01-19,Employed,F,85322,Suburban,Married,134,32.0,55,0.0,2,Personal Auto,Personal L3,Offer1,Agent,735.491986,SUV,Medsize,January
GY55092,Nevada,4772.943848,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,February
XK39439,California,4759.664624,No,Extended,College,2011-01-24,Unemployed,M,0,Suburban,Single,81,10.0,80,3.0,3,Personal Auto,Personal L3,Offer1,Agent,388.8,Four-Door Car,Medsize,January
MY89889,Nevada,5039.389325,No,Basic,Bachelor,2011-01-28,Unemployed,F,0,Suburban,Single,74,3.0,10,0.0,4,Personal Auto,Personal L3,Offer3,Call Center,355.2,Four-Door Car,Large,January
QS96715,Nevada,8131.779152,No,Basic,High School or Below,2011-01-30,Employed,F,93715,Rural,Married,102,9.0,43,2.0,4,Personal Auto,Personal L2,Offer3,Web,254.83769,SUV,Medsize,January
QX42433,California,7390.903278,No,Extended,College,2011-02-24,Employed,M,30449,Suburban,Married,92,23.0,47,0.0,3,Personal Auto,Personal L3,Offer1,Agent,501.092992,Four-Door Car,Medsize,February
WP60679,Oregon,8940.579278,No,Basic,Bachelor,2011-01-06,Employed,M,95351,Urban,Married,111,31.0,74,0.0,5,Personal Auto,Personal L1,Offer1,Web,406.48025,Sports Car,Medsize,January
KM52241,Arizona,8430.059143,No,Basic,High School or Below,2011-02-04,Unemployed,F,0,Rural,Married,74,20.0,3,0.0,2,Personal Auto,Personal L1,Offer1,Branch,47.502366,Four-Door Car,Medsize,February
No36572,Oregon,4583.100889,No,Premium,High School or Below,2011-02-16,Employed,M,22728,Suburban,Married,116,28.0,81,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,556.8,Four-Door Car,Large,February
TC18240,Oregon,5020.473987,No,Basic,College,2011-01-29,Employed,M,67890,Urban,Married,63,23.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Agent,174.08854,,,January
XP92021,Oregon,13295.60284,No,Basic,High School or Below,2011-02-27,Employed,F,68009,Suburban,Divorced,110,1.0,2,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,528.0,SUV,Medsize,February
WI69346,California,8960.280213,No,Basic,Master,2011-01-17,Employed,F,71943,Urban,Single,112,8.0,51,0.0,4,Corporate Auto,Corporate L2,Offer3,Agent,305.653785,SUV,Medsize,January
EY19523,Washington,2333.609334,No,Basic,Bachelor,2011-02-02,Disabled,M,25772,Suburban,Divorced,64,13.0,52,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Large,February
LI60972,Arizona,5017.610845,No,Basic,College,2011-02-23,Employed,F,91804,Suburban,Married,62,18.0,32,0.0,9,Special Auto,Special L3,Offer2,Agent,388.80286,Four-Door Car,Large,February
IK51081,California,4834.710493,Yes,Basic,College,2011-01-31,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,January
DO41287,Oregon,8276.44416,No,Extended,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Single,82,29.0,92,0.0,2,Personal Auto,Personal L2,Offer3,Branch,590.4,,,February
QR91631,California,8732.090534,No,Basic,High School or Below,2011-01-20,Employed,F,51205,Urban,Married,72,4.0,52,0.0,2,Personal Auto,Personal L1,Offer2,Branch,185.530076,Two-Door Car,Medsize,January
BC53363,,35227.29912,,Premium,High School or Below,2011-02-08,Employed,F,23031,Suburban,Married,148,26.0,76,0.0,2,Special Auto,Special L3,Offer4,Web,710.4,SUV,Medsize,February
FA46418,Nevada,24709.59957,No,Extended,High School or Below,2011-02-04,Employed,F,24213,Suburban,Single,78,11.0,28,1.0,2,Personal Auto,Personal L3,Offer2,Agent,374.4,,,February
JI11950,California,4899.231772,No,Basic,High School or Below,2011-02-18,Unemployed,F,0,Suburban,Married,63,21.0,78,0.0,7,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize,February
EZ51276,Arizona,7121.080412,No,Extended,College,2011-01-18,Unemployed,F,0,Suburban,Married,96,28.0,62,0.0,4,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,January
IP77666,Nevada,10656.88195,Yes,Extended,Bachelor,2011-02-27,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,February
HP55391,Oregon,5426.136238,No,Basic,Master,2011-01-01,Unemployed,M,0,Suburban,Married,71,33.0,83,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,407.99684,Four-Door Car,Medsize,January
XP81320,Oregon,2521.161048,No,Basic,College,2011-01-27,Medical Leave,F,19637,Suburban,Married,67,34.0,30,0.0,1,Personal Auto,Personal L3,Offer1,Branch,333.138214,Four-Door Car,Medsize,January
UV88036,Nevada,6625.472768,No,Extended,High School or Below,2011-02-17,Unemployed,F,0,Suburban,Married,88,2.0,43,0.0,3,Personal Auto,Personal L3,Offer2,Agent,539.280951,Four-Door Car,Medsize,February
SG20925,Washington,5185.797582,No,Basic,Master,2011-01-23,Employed,F,99428,Rural,Married,64,16.0,25,1.0,5,Personal Auto,Personal L3,Offer1,Call Center,48.046869,Four-Door Car,Medsize,January
WE23159,Oregon,9415.901707,No,Extended,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Single,133,4.0,58,0.0,3,Special Auto,Special L2,Offer2,Agent,1361.993232,Sports Car,Small,February
RB69909,Nevada,7983.431709,No,Basic,High School or Below,2011-02-21,Employed,F,36014,Rural,Married,69,4.0,40,3.0,2,Special Auto,Special L1,Offer4,Branch,173.956072,Four-Door Car,Medsize,February
FN80010,California,4312.642503,No,Basic,Master,2011-01-03,Disabled,F,25404,Suburban,Divorced,112,16.0,4,0.0,1,Personal Auto,Personal L3,Offer1,Branch,578.175234,SUV,Medsize,January
TN50051,California,2957.764017,No,Basic,Doctor,2011-02-06,Employed,F,83318,Urban,Divorced,73,21.0,42,0.0,1,Personal Auto,Personal L1,Offer3,Web,211.336937,Two-Door Car,Medsize,February
FH83537,California,3732.568536,No,Basic,High School or Below,2011-01-04,Unemployed,F,0,Suburban,Single,106,2.0,50,0.0,1,Personal Auto,Personal L3,Offer3,Agent,879.42749,Sports Car,Medsize,January
VH35998,California,9566.839884,No,Extended,Doctor,2011-01-17,Employed,M,53375,Rural,Married,79,20.0,92,0.0,2,Personal Auto,Personal L1,Offer4,Agent,127.322656,Four-Door Car,Medsize,January
XN34686,Oregon,5640.021911,No,Basic,High School or Below,2011-01-25,Employed,M,41396,Suburban,Married,70,7.0,7,0.0,3,Special Auto,Special L2,Offer2,Branch,336.0,Four-Door Car,Medsize,January
ZS35053,Arizona,3719.247732,No,Extended,High School or Below,2011-01-07,Employed,M,40968,Suburban,Divorced,97,29.0,53,1.0,1,Personal Auto,Personal L3,Offer1,Agent,465.6,Four-Door Car,Large,January
ZT63368,,2618.80573,,Basic,College,2011-02-20,Unemployed,M,0,Suburban,Single,74,2.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,470.956628,Four-Door Car,Medsize,February
QB82117,Oregon,9048.983447,Yes,Basic,High School or Below,2011-01-24,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize,January
CN49086,California,5073.282126,Yes,Extended,Doctor,2011-01-30,Employed,M,57709,Suburban,Married,125,10.0,26,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,600.0,SUV,Medsize,January
SH74080,Oregon,7805.31287,Yes,Basic,College,2011-01-27,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small,January
CO53249,Arizona,8408.317401,No,Basic,College,2011-02-15,Employed,M,82800,Suburban,Married,70,12.0,94,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,442.194796,Four-Door Car,Medsize,February
HS66275,California,3358.660979,No,Extended,High School or Below,2011-02-18,Employed,F,77309,Suburban,Married,83,22.0,6,0.0,1,Personal Auto,Personal L2,Offer4,Agent,596.320943,,,February
EX72956,California,5095.365993,No,Basic,Bachelor,2011-01-27,Employed,F,69461,Rural,Single,64,7.0,61,0.0,6,Personal Auto,Personal L2,Offer3,Branch,101.417253,Two-Door Car,Large,January
AB78984,Oregon,11124.20636,No,Extended,College,2011-01-17,Employed,M,42596,Rural,Single,96,8.0,82,0.0,2,Personal Auto,Personal L1,Offer1,Web,42.293622,Four-Door Car,Medsize,January
JG36165,California,6042.618486,No,Extended,Bachelor,2011-01-01,Unemployed,M,0,Suburban,Single,83,12.0,21,0.0,5,Personal Auto,Personal L1,Offer4,Web,904.385726,Two-Door Car,Medsize,January
ZE59592,Oregon,5470.181751,No,Basic,College,2011-01-06,Employed,M,24910,Suburban,Married,69,12.0,79,0.0,3,Personal Auto,Personal L1,Offer3,Agent,746.107437,Two-Door Car,Medsize,January
QT61438,Oregon,6519.287872,No,Extended,Master,2011-01-28,Employed,M,38795,Suburban,Married,82,30.0,41,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,393.6,Two-Door Car,Small,January
CO71312,Arizona,11469.62991,No,Premium,High School or Below,2011-01-06,Disabled,F,10384,Suburban,Married,151,5.0,72,0.0,5,Personal Auto,Personal L2,Offer1,Agent,914.434097,SUV,Medsize,January
BY88757,California,5182.462266,No,Extended,Master,2011-02-03,Unemployed,M,0,Suburban,Married,135,2.0,41,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,939.528475,SUV,Large,February
OH83983,California,3528.044252,Yes,Extended,Doctor,2011-02-01,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L2,Offer1,Branch,441.6,Two-Door Car,Medsize,February
HR44460,California,26338.58626,No,Basic,Bachelor,2011-01-14,Employed,F,60970,Rural,Divorced,110,20.0,10,0.0,2,Personal Auto,Personal L3,Offer1,Agent,94.496547,,,January
UX71974,California,20314.44095,No,Basic,College,2011-01-04,Employed,M,42218,Rural,Divorced,180,15.0,38,3.0,2,Personal Auto,Personal L3,Offer1,Call Center,212.130344,Luxury Car,Small,January
FX36546,Washington,3679.142115,No,Extended,Master,2011-01-17,Employed,M,60804,Rural,Married,92,16.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Agent,213.225001,Four-Door Car,Medsize,January
RI78966,Oregon,7771.158973,No,Basic,Master,2011-02-21,Medical Leave,M,21876,Suburban,Married,68,12.0,28,0.0,2,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small,February
HR10835,,14566.09246,,Extended,High School or Below,2011-02-11,Employed,M,52564,Rural,Married,122,33.0,28,0.0,2,Personal Auto,Personal L3,Offer2,Branch,42.131925,SUV,Medsize,February
ZR25747,Oregon,8277.74558,No,Premium,College,2011-02-06,Employed,F,45257,Suburban,Married,103,33.0,90,0.0,4,Corporate Auto,Corporate L1,Offer3,Call Center,494.4,Two-Door Car,Medsize,February
NQ51389,Oregon,13552.77776,No,Basic,High School or Below,2011-02-05,Unemployed,M,0,Suburban,Single,62,19.0,3,2.0,2,Corporate Auto,Corporate L1,Offer4,Agent,446.4,Two-Door Car,Medsize,February
VW11431,,2971.919417,,Extended,Bachelor,2011-01-31,Employed,F,83873,Urban,Single,76,5.0,36,1.0,1,Personal Auto,Personal L2,Offer3,Branch,218.374041,Two-Door Car,Medsize,January
CB17191,California,3240.667531,No,Extended,High School or Below,2011-02-21,Employed,F,30646,Rural,Married,81,26.0,26,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,128.57791,Four-Door Car,Medsize,February
NG34818,California,6282.079645,No,Extended,Bachelor,2011-01-11,Employed,M,42314,Rural,Married,80,23.0,78,0.0,3,Personal Auto,Personal L3,Offer3,Web,56.39419,Four-Door Car,Small,January
SF86727,Nevada,5580.960642,No,Basic,Master,2011-02-16,Employed,M,25180,Urban,Married,70,21.0,44,0.0,9,Personal Auto,Personal L2,Offer2,Branch,235.895575,Four-Door Car,Medsize,February
YO15246,Nevada,3494.147878,No,Extended,High School or Below,2011-02-17,Employed,M,35001,Suburban,Single,96,18.0,87,3.0,1,Personal Auto,Personal L2,Offer1,Web,460.8,Four-Door Car,Small,February
PH47195,California,5492.388442,No,Extended,Bachelor,2011-02-20,Employed,M,74271,Rural,Divorced,136,1.0,79,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,174.327925,Sports Car,Medsize,February
BM30720,Nevada,7341.794924,No,Basic,High School or Below,2011-02-03,Employed,F,27649,Suburban,Single,63,3.0,63,0.0,2,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Small,February
IV74747,California,17530.03658,No,Extended,Doctor,2011-01-12,Unemployed,M,0,Suburban,Divorced,97,27.0,96,0.0,2,Corporate Auto,Corporate L2,Offer4,Web,469.229028,Four-Door Car,Medsize,January
VF65535,,42937.34691,,Extended,College,2011-01-18,Employed,F,64937,Urban,Single,122,27.0,43,0.0,2,Corporate Auto,Corporate L2,Offer3,Agent,328.82872,SUV,Medsize,January
TF10720,Nevada,8663.363959,No,Premium,Doctor,2011-01-27,Employed,F,67763,Rural,Married,107,28.0,10,2.0,9,Personal Auto,Personal L3,Offer1,Web,41.283167,Four-Door Car,Medsize,January
ZS22428,,4916.577034,,Basic,Bachelor,2011-02-14,Employed,F,21907,Rural,Married,62,6.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Agent,2.96438,Four-Door Car,Medsize,February
PZ95949,Arizona,3528.044252,Yes,Extended,Doctor,2011-02-01,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,February
FN44127,Oregon,3508.569533,Yes,Extended,College,2011-01-05,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L2,Offer2,Branch,1176.2788,Four-Door Car,Small,January
UM44109,Oregon,7908.452072,No,Basic,College,2011-01-24,Employed,M,94303,Rural,Married,65,16.0,9,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,149.688222,Four-Door Car,Medsize,January
QV66305,Washington,8414.080425,No,Basic,Master,2011-02-07,Employed,F,59828,Suburban,Married,104,25.0,49,0.0,8,Personal Auto,Personal L1,Offer1,Call Center,499.2,SUV,Large,February
LX67597,Nevada,5715.312991,No,Basic,Bachelor,2011-01-02,Employed,M,84183,Urban,Single,72,29.0,86,0.0,4,Personal Auto,Personal L1,Offer1,Agent,255.565349,Four-Door Car,Small,January
TH68362,California,2374.80917,No,Basic,College,2011-01-01,Unemployed,F,0,Suburban,Married,64,2.0,52,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,380.822087,Four-Door Car,Medsize,January
TQ85537,Washington,2980.464566,No,Basic,College,2011-01-08,Employed,M,72669,Urban,Married,74,29.0,39,0.0,1,Personal Auto,Personal L3,Offer4,Agent,332.76894,Four-Door Car,Medsize,January
XI41052,California,5457.259678,No,Extended,Bachelor,2011-01-09,Employed,F,50044,Suburban,Single,139,16.0,14,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,667.2,SUV,Medsize,January
VH45074,California,2288.763508,No,Basic,College,2011-01-31,Unemployed,M,0,Suburban,Divorced,63,11.0,30,0.0,1,Personal Auto,Personal L3,Offer2,Web,344.288189,Four-Door Car,Large,January
LP15901,Nevada,6671.766636,No,Basic,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,183,5.0,81,0.0,1,Personal Auto,Personal L2,Offer1,Agent,1317.6,Luxury SUV,Small,January
